Cuda is available!
Step [10/100000], d_real_loss: 0.2485, d_mnist_loss: 0.1324, d_svhn_loss: 0.1161, d_fake_loss: 0.1903, g_loss: 1.2494 
Step [1800/100000], d_real_loss: 0.1790, d_mnist_loss: 0.0948, d_svhn_loss: 0.0842, d_fake_loss: 0.1488, g_loss: 1.1459 
Step [1810/100000], d_real_loss: 0.1792, d_mnist_loss: 0.0139, d_svhn_loss: 0.1653, d_fake_loss: 0.1278, g_loss: 1.3162 
Step [1820/100000], d_real_loss: 0.0858, d_mnist_loss: 0.0139, d_svhn_loss: 0.0719, d_fake_loss: 0.0919, g_loss: 1.2492 
Step [1830/100000], d_real_loss: 0.2234, d_mnist_loss: 0.0806, d_svhn_loss: 0.1428, d_fake_loss: 0.0787, g_loss: 1.0620 
Step [1840/100000], d_real_loss: 0.1991, d_mnist_loss: 0.0890, d_svhn_loss: 0.1101, d_fake_loss: 0.1823, g_loss: 1.6440 
Step [1850/100000], d_real_loss: 0.1734, d_mnist_loss: 0.0210, d_svhn_loss: 0.1524, d_fake_loss: 0.1754, g_loss: 1.0295 
Step [1860/100000], d_real_loss: 0.1132, d_mnist_loss: 0.0248, d_svhn_loss: 0.0883, d_fake_loss: 0.1349, g_loss: 0.9718 
Step [1870/100000], d_real_loss: 0.1047, d_mnist_loss: 0.0147, d_svhn_loss: 0.0900, d_fake_loss: 0.0734, g_loss: 1.1762 
Step [1880/100000], d_real_loss: 0.1834, d_mnist_loss: 0.0213, d_svhn_loss: 0.1622, d_fake_loss: 0.1469, g_loss: 1.1645 
Step [1890/100000], d_real_loss: 0.2712, d_mnist_loss: 0.0718, d_svhn_loss: 0.1994, d_fake_loss: 0.1552, g_loss: 1.0100 
Step [1900/100000], d_real_loss: 0.2114, d_mnist_loss: 0.0175, d_svhn_loss: 0.1940, d_fake_loss: 0.2134, g_loss: 1.2760 
Step [1910/100000], d_real_loss: 0.0977, d_mnist_loss: 0.0207, d_svhn_loss: 0.0770, d_fake_loss: 0.0867, g_loss: 1.1745 
Step [1920/100000], d_real_loss: 0.2279, d_mnist_loss: 0.0185, d_svhn_loss: 0.2095, d_fake_loss: 0.3164, g_loss: 1.1309 
Step [1930/100000], d_real_loss: 0.1188, d_mnist_loss: 0.0097, d_svhn_loss: 0.1091, d_fake_loss: 0.1716, g_loss: 1.2227 
Step [1940/100000], d_real_loss: 0.1853, d_mnist_loss: 0.0621, d_svhn_loss: 0.1232, d_fake_loss: 0.0887, g_loss: 1.0277 
Step [1950/100000], d_real_loss: 0.1587, d_mnist_loss: 0.0132, d_svhn_loss: 0.1455, d_fake_loss: 0.1348, g_loss: 1.1324 
Step [1960/100000], d_real_loss: 0.1722, d_mnist_loss: 0.0097, d_svhn_loss: 0.1625, d_fake_loss: 0.1800, g_loss: 0.9997 
Step [1970/100000], d_real_loss: 0.1161, d_mnist_loss: 0.0164, d_svhn_loss: 0.0997, d_fake_loss: 0.1487, g_loss: 1.0139 
Step [1980/100000], d_real_loss: 0.1502, d_mnist_loss: 0.0222, d_svhn_loss: 0.1280, d_fake_loss: 0.1492, g_loss: 1.1869 
Step [1990/100000], d_real_loss: 0.1765, d_mnist_loss: 0.0111, d_svhn_loss: 0.1654, d_fake_loss: 0.0889, g_loss: 1.0734 
Step [2000/100000], d_real_loss: 0.1792, d_mnist_loss: 0.0122, d_svhn_loss: 0.1670, d_fake_loss: 0.1905, g_loss: 0.9749 
Step [2010/100000], d_real_loss: 0.1267, d_mnist_loss: 0.0180, d_svhn_loss: 0.1087, d_fake_loss: 0.0767, g_loss: 1.0789 
Step [2020/100000], d_real_loss: 0.1323, d_mnist_loss: 0.0428, d_svhn_loss: 0.0895, d_fake_loss: 0.0821, g_loss: 1.0652 
Step [2030/100000], d_real_loss: 0.1296, d_mnist_loss: 0.0316, d_svhn_loss: 0.0980, d_fake_loss: 0.1542, g_loss: 1.1280 
Step [2040/100000], d_real_loss: 0.1921, d_mnist_loss: 0.0125, d_svhn_loss: 0.1796, d_fake_loss: 0.1068, g_loss: 1.1538 
Step [2050/100000], d_real_loss: 0.0854, d_mnist_loss: 0.0142, d_svhn_loss: 0.0712, d_fake_loss: 0.0770, g_loss: 1.2247 
Step [2060/100000], d_real_loss: 0.1905, d_mnist_loss: 0.0196, d_svhn_loss: 0.1709, d_fake_loss: 0.0851, g_loss: 1.1776 
Step [2070/100000], d_real_loss: 0.1902, d_mnist_loss: 0.0154, d_svhn_loss: 0.1748, d_fake_loss: 0.1954, g_loss: 0.8899 
Step [2080/100000], d_real_loss: 0.1998, d_mnist_loss: 0.0099, d_svhn_loss: 0.1899, d_fake_loss: 0.1688, g_loss: 1.3023 
Step [2090/100000], d_real_loss: 0.1654, d_mnist_loss: 0.0351, d_svhn_loss: 0.1303, d_fake_loss: 0.0767, g_loss: 1.2725 
Step [2100/100000], d_real_loss: 0.0999, d_mnist_loss: 0.0133, d_svhn_loss: 0.0866, d_fake_loss: 0.1015, g_loss: 1.1458 
Step [2110/100000], d_real_loss: 0.1514, d_mnist_loss: 0.0154, d_svhn_loss: 0.1359, d_fake_loss: 0.1605, g_loss: 1.3474 
Step [2120/100000], d_real_loss: 0.2684, d_mnist_loss: 0.0258, d_svhn_loss: 0.2425, d_fake_loss: 0.1624, g_loss: 1.1324 
Step [2130/100000], d_real_loss: 0.4843, d_mnist_loss: 0.2806, d_svhn_loss: 0.2037, d_fake_loss: 0.0936, g_loss: 1.0548 
Step [2140/100000], d_real_loss: 0.0757, d_mnist_loss: 0.0107, d_svhn_loss: 0.0650, d_fake_loss: 0.1162, g_loss: 1.0903 
Step [2150/100000], d_real_loss: 0.3007, d_mnist_loss: 0.0403, d_svhn_loss: 0.2604, d_fake_loss: 0.2796, g_loss: 1.0352 
Step [2160/100000], d_real_loss: 0.1250, d_mnist_loss: 0.0126, d_svhn_loss: 0.1123, d_fake_loss: 0.0977, g_loss: 1.1303 
Step [2170/100000], d_real_loss: 0.1132, d_mnist_loss: 0.0124, d_svhn_loss: 0.1008, d_fake_loss: 0.0890, g_loss: 1.1940 
Step [2180/100000], d_real_loss: 0.3060, d_mnist_loss: 0.0186, d_svhn_loss: 0.2873, d_fake_loss: 0.1394, g_loss: 0.9694 
Step [2190/100000], d_real_loss: 0.1874, d_mnist_loss: 0.0240, d_svhn_loss: 0.1634, d_fake_loss: 0.1464, g_loss: 1.2076 
Step [2200/100000], d_real_loss: 0.0970, d_mnist_loss: 0.0114, d_svhn_loss: 0.0856, d_fake_loss: 0.1122, g_loss: 1.3281 
Step [2210/100000], d_real_loss: 0.0687, d_mnist_loss: 0.0143, d_svhn_loss: 0.0544, d_fake_loss: 0.0660, g_loss: 1.1224 
Step [2220/100000], d_real_loss: 0.1428, d_mnist_loss: 0.0162, d_svhn_loss: 0.1266, d_fake_loss: 0.0907, g_loss: 1.4397 
Step [2230/100000], d_real_loss: 0.2034, d_mnist_loss: 0.1147, d_svhn_loss: 0.0887, d_fake_loss: 0.1727, g_loss: 1.0519 
Step [2240/100000], d_real_loss: 0.1487, d_mnist_loss: 0.0232, d_svhn_loss: 0.1255, d_fake_loss: 0.0706, g_loss: 1.0239 
Step [2250/100000], d_real_loss: 0.0928, d_mnist_loss: 0.0112, d_svhn_loss: 0.0815, d_fake_loss: 0.0741, g_loss: 1.1874 
Step [2260/100000], d_real_loss: 0.1128, d_mnist_loss: 0.0358, d_svhn_loss: 0.0769, d_fake_loss: 0.1915, g_loss: 1.1991 
Step [2270/100000], d_real_loss: 0.1289, d_mnist_loss: 0.0290, d_svhn_loss: 0.0999, d_fake_loss: 0.3552, g_loss: 0.5553 
Step [2280/100000], d_real_loss: 0.0654, d_mnist_loss: 0.0156, d_svhn_loss: 0.0498, d_fake_loss: 0.1348, g_loss: 1.2106 
Step [2290/100000], d_real_loss: 0.1078, d_mnist_loss: 0.0253, d_svhn_loss: 0.0825, d_fake_loss: 0.1042, g_loss: 1.0234 
Step [2300/100000], d_real_loss: 0.1146, d_mnist_loss: 0.0227, d_svhn_loss: 0.0919, d_fake_loss: 0.1818, g_loss: 1.4031 
Step [2310/100000], d_real_loss: 0.2256, d_mnist_loss: 0.0261, d_svhn_loss: 0.1996, d_fake_loss: 0.1393, g_loss: 1.3563 
Step [2320/100000], d_real_loss: 0.0868, d_mnist_loss: 0.0215, d_svhn_loss: 0.0653, d_fake_loss: 0.1087, g_loss: 1.4187 
Step [2330/100000], d_real_loss: 0.3152, d_mnist_loss: 0.0721, d_svhn_loss: 0.2431, d_fake_loss: 0.2329, g_loss: 1.0936 
Step [2340/100000], d_real_loss: 0.1327, d_mnist_loss: 0.0283, d_svhn_loss: 0.1044, d_fake_loss: 0.1234, g_loss: 1.2208 
Step [2350/100000], d_real_loss: 0.0997, d_mnist_loss: 0.0161, d_svhn_loss: 0.0836, d_fake_loss: 0.1743, g_loss: 1.2864 
Step [2360/100000], d_real_loss: 0.1617, d_mnist_loss: 0.0462, d_svhn_loss: 0.1155, d_fake_loss: 0.1048, g_loss: 1.1851 
Step [2370/100000], d_real_loss: 0.0844, d_mnist_loss: 0.0179, d_svhn_loss: 0.0664, d_fake_loss: 0.0436, g_loss: 1.0652 
Step [2380/100000], d_real_loss: 0.3123, d_mnist_loss: 0.1633, d_svhn_loss: 0.1489, d_fake_loss: 0.1078, g_loss: 1.1171 
Step [2390/100000], d_real_loss: 0.1620, d_mnist_loss: 0.1132, d_svhn_loss: 0.0488, d_fake_loss: 0.0629, g_loss: 0.8776 
Step [2400/100000], d_real_loss: 0.1728, d_mnist_loss: 0.0292, d_svhn_loss: 0.1437, d_fake_loss: 0.0980, g_loss: 1.0999 
Step [2410/100000], d_real_loss: 0.1765, d_mnist_loss: 0.0378, d_svhn_loss: 0.1387, d_fake_loss: 0.0745, g_loss: 1.1268 
Step [2420/100000], d_real_loss: 0.1582, d_mnist_loss: 0.0537, d_svhn_loss: 0.1045, d_fake_loss: 0.1024, g_loss: 1.0717 
Step [2430/100000], d_real_loss: 0.1480, d_mnist_loss: 0.0221, d_svhn_loss: 0.1259, d_fake_loss: 0.0521, g_loss: 1.0205 
Step [2440/100000], d_real_loss: 0.1445, d_mnist_loss: 0.0104, d_svhn_loss: 0.1341, d_fake_loss: 0.0577, g_loss: 1.1550 
Step [2450/100000], d_real_loss: 0.1712, d_mnist_loss: 0.0490, d_svhn_loss: 0.1222, d_fake_loss: 0.1143, g_loss: 0.8450 
Step [2460/100000], d_real_loss: 0.1068, d_mnist_loss: 0.0374, d_svhn_loss: 0.0694, d_fake_loss: 0.1112, g_loss: 1.0212 
Step [2470/100000], d_real_loss: 0.2496, d_mnist_loss: 0.0712, d_svhn_loss: 0.1784, d_fake_loss: 0.1028, g_loss: 0.9083 
Step [2480/100000], d_real_loss: 0.1376, d_mnist_loss: 0.0088, d_svhn_loss: 0.1288, d_fake_loss: 0.1258, g_loss: 1.1525 
Step [2490/100000], d_real_loss: 0.2120, d_mnist_loss: 0.0137, d_svhn_loss: 0.1983, d_fake_loss: 0.1654, g_loss: 1.0425 
Step [2500/100000], d_real_loss: 0.1376, d_mnist_loss: 0.0158, d_svhn_loss: 0.1218, d_fake_loss: 0.1880, g_loss: 1.1910 
Step [2510/100000], d_real_loss: 0.0611, d_mnist_loss: 0.0097, d_svhn_loss: 0.0514, d_fake_loss: 0.0781, g_loss: 1.1945 
Step [2520/100000], d_real_loss: 0.1472, d_mnist_loss: 0.0234, d_svhn_loss: 0.1238, d_fake_loss: 0.1205, g_loss: 0.9693 
Step [2530/100000], d_real_loss: 0.1294, d_mnist_loss: 0.0184, d_svhn_loss: 0.1110, d_fake_loss: 0.0846, g_loss: 1.3252 
Step [2540/100000], d_real_loss: 0.0936, d_mnist_loss: 0.0100, d_svhn_loss: 0.0836, d_fake_loss: 0.1193, g_loss: 0.8193 
Step [2550/100000], d_real_loss: 0.1331, d_mnist_loss: 0.0213, d_svhn_loss: 0.1118, d_fake_loss: 0.0634, g_loss: 1.1863 
Step [2560/100000], d_real_loss: 0.0872, d_mnist_loss: 0.0175, d_svhn_loss: 0.0696, d_fake_loss: 0.1550, g_loss: 1.3472 
Step [2570/100000], d_real_loss: 0.1349, d_mnist_loss: 0.0152, d_svhn_loss: 0.1196, d_fake_loss: 0.1385, g_loss: 1.1413 
Step [2580/100000], d_real_loss: 0.1821, d_mnist_loss: 0.1095, d_svhn_loss: 0.0726, d_fake_loss: 0.0915, g_loss: 0.8685 
Step [2590/100000], d_real_loss: 0.0731, d_mnist_loss: 0.0192, d_svhn_loss: 0.0540, d_fake_loss: 0.1377, g_loss: 1.1663 
Step [2600/100000], d_real_loss: 0.1467, d_mnist_loss: 0.0540, d_svhn_loss: 0.0928, d_fake_loss: 0.2037, g_loss: 1.2074 
Step [2610/100000], d_real_loss: 0.0963, d_mnist_loss: 0.0135, d_svhn_loss: 0.0828, d_fake_loss: 0.1514, g_loss: 1.3451 
Step [2620/100000], d_real_loss: 0.1557, d_mnist_loss: 0.0151, d_svhn_loss: 0.1406, d_fake_loss: 0.1552, g_loss: 1.2521 
Step [2630/100000], d_real_loss: 0.2006, d_mnist_loss: 0.0372, d_svhn_loss: 0.1635, d_fake_loss: 0.0910, g_loss: 1.2209 
Step [2640/100000], d_real_loss: 0.0958, d_mnist_loss: 0.0191, d_svhn_loss: 0.0767, d_fake_loss: 0.1051, g_loss: 1.1743 
Step [2650/100000], d_real_loss: 0.1482, d_mnist_loss: 0.0865, d_svhn_loss: 0.0617, d_fake_loss: 0.2247, g_loss: 1.4628 
Step [2660/100000], d_real_loss: 0.1313, d_mnist_loss: 0.0128, d_svhn_loss: 0.1185, d_fake_loss: 0.1449, g_loss: 1.3170 
Step [2670/100000], d_real_loss: 0.1193, d_mnist_loss: 0.0109, d_svhn_loss: 0.1084, d_fake_loss: 0.0784, g_loss: 1.2780 
Step [2680/100000], d_real_loss: 0.1537, d_mnist_loss: 0.0252, d_svhn_loss: 0.1285, d_fake_loss: 0.1518, g_loss: 1.0696 
Step [2690/100000], d_real_loss: 0.1115, d_mnist_loss: 0.0090, d_svhn_loss: 0.1025, d_fake_loss: 0.0849, g_loss: 1.3084 
Step [2700/100000], d_real_loss: 0.2372, d_mnist_loss: 0.1517, d_svhn_loss: 0.0856, d_fake_loss: 0.2912, g_loss: 1.7964 
Step [2710/100000], d_real_loss: 0.1291, d_mnist_loss: 0.0354, d_svhn_loss: 0.0937, d_fake_loss: 0.0896, g_loss: 1.0773 
Step [2720/100000], d_real_loss: 0.1955, d_mnist_loss: 0.0380, d_svhn_loss: 0.1575, d_fake_loss: 0.1065, g_loss: 1.2666 
Step [2730/100000], d_real_loss: 0.1026, d_mnist_loss: 0.0220, d_svhn_loss: 0.0806, d_fake_loss: 0.0888, g_loss: 1.4328 
Step [2740/100000], d_real_loss: 0.2867, d_mnist_loss: 0.0134, d_svhn_loss: 0.2732, d_fake_loss: 0.0980, g_loss: 0.8960 
Step [2750/100000], d_real_loss: 0.0915, d_mnist_loss: 0.0050, d_svhn_loss: 0.0865, d_fake_loss: 0.1497, g_loss: 1.0044 
Step [2760/100000], d_real_loss: 0.0677, d_mnist_loss: 0.0226, d_svhn_loss: 0.0450, d_fake_loss: 0.1161, g_loss: 1.3171 
Step [2770/100000], d_real_loss: 0.1345, d_mnist_loss: 0.0285, d_svhn_loss: 0.1060, d_fake_loss: 0.2365, g_loss: 1.0813 
Step [2780/100000], d_real_loss: 0.2699, d_mnist_loss: 0.1191, d_svhn_loss: 0.1507, d_fake_loss: 0.1961, g_loss: 1.1867 
Step [2790/100000], d_real_loss: 0.1205, d_mnist_loss: 0.0710, d_svhn_loss: 0.0495, d_fake_loss: 0.2435, g_loss: 1.2188 
Step [2800/100000], d_real_loss: 0.1678, d_mnist_loss: 0.0189, d_svhn_loss: 0.1488, d_fake_loss: 0.2082, g_loss: 1.3011 
Step [2810/100000], d_real_loss: 0.0680, d_mnist_loss: 0.0111, d_svhn_loss: 0.0569, d_fake_loss: 0.1002, g_loss: 0.9848 
Step [2820/100000], d_real_loss: 0.0670, d_mnist_loss: 0.0132, d_svhn_loss: 0.0537, d_fake_loss: 0.0916, g_loss: 1.2791 
Step [2830/100000], d_real_loss: 0.0662, d_mnist_loss: 0.0271, d_svhn_loss: 0.0390, d_fake_loss: 0.0560, g_loss: 1.2944 
Step [2840/100000], d_real_loss: 0.1145, d_mnist_loss: 0.0109, d_svhn_loss: 0.1036, d_fake_loss: 0.1284, g_loss: 1.2222 
Step [2850/100000], d_real_loss: 0.0756, d_mnist_loss: 0.0210, d_svhn_loss: 0.0546, d_fake_loss: 0.0623, g_loss: 1.4157 
Step [2860/100000], d_real_loss: 0.2093, d_mnist_loss: 0.0922, d_svhn_loss: 0.1171, d_fake_loss: 0.1153, g_loss: 1.2298 
Step [2870/100000], d_real_loss: 0.1684, d_mnist_loss: 0.0265, d_svhn_loss: 0.1420, d_fake_loss: 0.1384, g_loss: 1.2370 
Step [2880/100000], d_real_loss: 0.2432, d_mnist_loss: 0.0085, d_svhn_loss: 0.2347, d_fake_loss: 0.1569, g_loss: 1.2972 
Step [2890/100000], d_real_loss: 0.0877, d_mnist_loss: 0.0158, d_svhn_loss: 0.0719, d_fake_loss: 0.1521, g_loss: 1.3293 
Step [2900/100000], d_real_loss: 0.3621, d_mnist_loss: 0.1543, d_svhn_loss: 0.2078, d_fake_loss: 0.1073, g_loss: 1.2377 
Step [2910/100000], d_real_loss: 0.1643, d_mnist_loss: 0.0290, d_svhn_loss: 0.1353, d_fake_loss: 0.2845, g_loss: 1.1701 
Step [2920/100000], d_real_loss: 0.1200, d_mnist_loss: 0.0101, d_svhn_loss: 0.1099, d_fake_loss: 0.1724, g_loss: 1.1250 
Step [2930/100000], d_real_loss: 0.0917, d_mnist_loss: 0.0158, d_svhn_loss: 0.0759, d_fake_loss: 0.0854, g_loss: 1.0874 
Step [2940/100000], d_real_loss: 0.0715, d_mnist_loss: 0.0115, d_svhn_loss: 0.0600, d_fake_loss: 0.0675, g_loss: 1.0217 
Step [2950/100000], d_real_loss: 0.1565, d_mnist_loss: 0.0136, d_svhn_loss: 0.1429, d_fake_loss: 0.1448, g_loss: 1.1048 
Step [2960/100000], d_real_loss: 0.0882, d_mnist_loss: 0.0250, d_svhn_loss: 0.0632, d_fake_loss: 0.0904, g_loss: 1.1723 
Step [2970/100000], d_real_loss: 0.0800, d_mnist_loss: 0.0225, d_svhn_loss: 0.0576, d_fake_loss: 0.0909, g_loss: 1.2173 
Step [2980/100000], d_real_loss: 0.1308, d_mnist_loss: 0.0725, d_svhn_loss: 0.0583, d_fake_loss: 0.1037, g_loss: 1.1505 
Step [2990/100000], d_real_loss: 0.0847, d_mnist_loss: 0.0165, d_svhn_loss: 0.0682, d_fake_loss: 0.1364, g_loss: 1.0792 
Step [3000/100000], d_real_loss: 0.0644, d_mnist_loss: 0.0088, d_svhn_loss: 0.0556, d_fake_loss: 0.1283, g_loss: 1.2955 
Step [3010/100000], d_real_loss: 0.1075, d_mnist_loss: 0.0095, d_svhn_loss: 0.0980, d_fake_loss: 0.1379, g_loss: 1.4484 
Step [3020/100000], d_real_loss: 0.1289, d_mnist_loss: 0.0093, d_svhn_loss: 0.1196, d_fake_loss: 0.0423, g_loss: 1.1673 
Step [3030/100000], d_real_loss: 0.0867, d_mnist_loss: 0.0133, d_svhn_loss: 0.0734, d_fake_loss: 0.2325, g_loss: 1.3536 
Step [3040/100000], d_real_loss: 0.1314, d_mnist_loss: 0.0177, d_svhn_loss: 0.1138, d_fake_loss: 0.1718, g_loss: 1.0254 
Step [3050/100000], d_real_loss: 0.0818, d_mnist_loss: 0.0123, d_svhn_loss: 0.0696, d_fake_loss: 0.0786, g_loss: 1.1458 
Step [3060/100000], d_real_loss: 0.1208, d_mnist_loss: 0.0180, d_svhn_loss: 0.1028, d_fake_loss: 0.0988, g_loss: 1.3307 
Step [3070/100000], d_real_loss: 0.0435, d_mnist_loss: 0.0075, d_svhn_loss: 0.0360, d_fake_loss: 0.0498, g_loss: 1.1080 
Step [3080/100000], d_real_loss: 0.0855, d_mnist_loss: 0.0309, d_svhn_loss: 0.0546, d_fake_loss: 0.0523, g_loss: 1.2017 
Step [3090/100000], d_real_loss: 0.1883, d_mnist_loss: 0.0288, d_svhn_loss: 0.1595, d_fake_loss: 0.1147, g_loss: 1.1594 
Step [3100/100000], d_real_loss: 0.1128, d_mnist_loss: 0.0154, d_svhn_loss: 0.0974, d_fake_loss: 0.0798, g_loss: 1.0643 
Step [3110/100000], d_real_loss: 0.2274, d_mnist_loss: 0.0301, d_svhn_loss: 0.1972, d_fake_loss: 0.0865, g_loss: 1.2223 
Step [3120/100000], d_real_loss: 0.1353, d_mnist_loss: 0.0208, d_svhn_loss: 0.1145, d_fake_loss: 0.0844, g_loss: 1.2580 
Step [3130/100000], d_real_loss: 0.0756, d_mnist_loss: 0.0131, d_svhn_loss: 0.0625, d_fake_loss: 0.1067, g_loss: 1.1116 
Step [3140/100000], d_real_loss: 0.1204, d_mnist_loss: 0.0206, d_svhn_loss: 0.0998, d_fake_loss: 0.1264, g_loss: 1.1208 
Step [3150/100000], d_real_loss: 0.1028, d_mnist_loss: 0.0184, d_svhn_loss: 0.0844, d_fake_loss: 0.0663, g_loss: 1.2752 
Step [3160/100000], d_real_loss: 0.0658, d_mnist_loss: 0.0137, d_svhn_loss: 0.0521, d_fake_loss: 0.2164, g_loss: 1.2351 
Step [3170/100000], d_real_loss: 0.0905, d_mnist_loss: 0.0232, d_svhn_loss: 0.0673, d_fake_loss: 0.0801, g_loss: 1.4485 
Step [3180/100000], d_real_loss: 0.0744, d_mnist_loss: 0.0133, d_svhn_loss: 0.0611, d_fake_loss: 0.0637, g_loss: 1.2579 
Step [3190/100000], d_real_loss: 0.1833, d_mnist_loss: 0.1016, d_svhn_loss: 0.0817, d_fake_loss: 0.1284, g_loss: 1.4686 
Step [3200/100000], d_real_loss: 0.2044, d_mnist_loss: 0.0483, d_svhn_loss: 0.1561, d_fake_loss: 0.1919, g_loss: 1.3823 
Step [3210/100000], d_real_loss: 0.0958, d_mnist_loss: 0.0109, d_svhn_loss: 0.0850, d_fake_loss: 0.1263, g_loss: 0.8514 
Step [3220/100000], d_real_loss: 0.1296, d_mnist_loss: 0.0143, d_svhn_loss: 0.1153, d_fake_loss: 0.1460, g_loss: 1.0498 
Step [3230/100000], d_real_loss: 0.1106, d_mnist_loss: 0.0098, d_svhn_loss: 0.1008, d_fake_loss: 0.1315, g_loss: 1.1367 
Step [3240/100000], d_real_loss: 0.0581, d_mnist_loss: 0.0209, d_svhn_loss: 0.0372, d_fake_loss: 0.0606, g_loss: 1.2738 
Step [3250/100000], d_real_loss: 0.1161, d_mnist_loss: 0.0314, d_svhn_loss: 0.0847, d_fake_loss: 0.1558, g_loss: 1.2661 
Step [3260/100000], d_real_loss: 0.0422, d_mnist_loss: 0.0121, d_svhn_loss: 0.0301, d_fake_loss: 0.0510, g_loss: 1.1822 
Step [3270/100000], d_real_loss: 0.0692, d_mnist_loss: 0.0132, d_svhn_loss: 0.0561, d_fake_loss: 0.1166, g_loss: 1.2917 
Step [3280/100000], d_real_loss: 0.0840, d_mnist_loss: 0.0100, d_svhn_loss: 0.0741, d_fake_loss: 0.1465, g_loss: 1.0535 
Step [3290/100000], d_real_loss: 0.1628, d_mnist_loss: 0.0210, d_svhn_loss: 0.1418, d_fake_loss: 0.1197, g_loss: 1.1132 
Step [3300/100000], d_real_loss: 0.3784, d_mnist_loss: 0.0833, d_svhn_loss: 0.2951, d_fake_loss: 0.1557, g_loss: 1.7517 
Step [3310/100000], d_real_loss: 0.0787, d_mnist_loss: 0.0251, d_svhn_loss: 0.0536, d_fake_loss: 0.1601, g_loss: 1.2865 
Step [3320/100000], d_real_loss: 0.0467, d_mnist_loss: 0.0104, d_svhn_loss: 0.0363, d_fake_loss: 0.4370, g_loss: 0.9472 
Step [3330/100000], d_real_loss: 0.0819, d_mnist_loss: 0.0068, d_svhn_loss: 0.0752, d_fake_loss: 0.0913, g_loss: 0.9664 
Step [3340/100000], d_real_loss: 0.1244, d_mnist_loss: 0.0364, d_svhn_loss: 0.0880, d_fake_loss: 0.1415, g_loss: 1.2580 
Step [3350/100000], d_real_loss: 0.0993, d_mnist_loss: 0.0132, d_svhn_loss: 0.0862, d_fake_loss: 0.1677, g_loss: 1.2646 
Step [3360/100000], d_real_loss: 0.0840, d_mnist_loss: 0.0090, d_svhn_loss: 0.0749, d_fake_loss: 0.0602, g_loss: 1.2229 
Step [3370/100000], d_real_loss: 0.1021, d_mnist_loss: 0.0136, d_svhn_loss: 0.0885, d_fake_loss: 0.0439, g_loss: 1.0855 
Step [3380/100000], d_real_loss: 0.0765, d_mnist_loss: 0.0129, d_svhn_loss: 0.0636, d_fake_loss: 0.0877, g_loss: 1.0813 
Step [3390/100000], d_real_loss: 0.1623, d_mnist_loss: 0.0293, d_svhn_loss: 0.1330, d_fake_loss: 0.0790, g_loss: 1.0576 
Step [3400/100000], d_real_loss: 0.0814, d_mnist_loss: 0.0104, d_svhn_loss: 0.0710, d_fake_loss: 0.1108, g_loss: 1.2934 
Step [3410/100000], d_real_loss: 0.1001, d_mnist_loss: 0.0473, d_svhn_loss: 0.0527, d_fake_loss: 0.0391, g_loss: 1.2912 
Step [3420/100000], d_real_loss: 0.1336, d_mnist_loss: 0.0202, d_svhn_loss: 0.1134, d_fake_loss: 0.0930, g_loss: 0.8372 
Step [3430/100000], d_real_loss: 0.1193, d_mnist_loss: 0.0207, d_svhn_loss: 0.0986, d_fake_loss: 0.1018, g_loss: 1.1747 
Step [3440/100000], d_real_loss: 0.0797, d_mnist_loss: 0.0107, d_svhn_loss: 0.0689, d_fake_loss: 0.1009, g_loss: 1.3670 
Step [3450/100000], d_real_loss: 0.0728, d_mnist_loss: 0.0236, d_svhn_loss: 0.0493, d_fake_loss: 0.1646, g_loss: 0.8015 
Step [3460/100000], d_real_loss: 0.0844, d_mnist_loss: 0.0181, d_svhn_loss: 0.0663, d_fake_loss: 0.0887, g_loss: 1.1822 
Step [3470/100000], d_real_loss: 0.0573, d_mnist_loss: 0.0142, d_svhn_loss: 0.0432, d_fake_loss: 0.0956, g_loss: 1.0246 
Step [3480/100000], d_real_loss: 0.0674, d_mnist_loss: 0.0122, d_svhn_loss: 0.0552, d_fake_loss: 0.0828, g_loss: 1.0950 
Step [3490/100000], d_real_loss: 0.1457, d_mnist_loss: 0.0262, d_svhn_loss: 0.1195, d_fake_loss: 0.0817, g_loss: 1.3642 
Step [3500/100000], d_real_loss: 0.2546, d_mnist_loss: 0.1023, d_svhn_loss: 0.1523, d_fake_loss: 0.1137, g_loss: 1.1550 
Step [3510/100000], d_real_loss: 0.1085, d_mnist_loss: 0.0098, d_svhn_loss: 0.0987, d_fake_loss: 0.0732, g_loss: 1.2306 
Step [3520/100000], d_real_loss: 0.1822, d_mnist_loss: 0.0255, d_svhn_loss: 0.1567, d_fake_loss: 0.0689, g_loss: 1.2335 
Step [3530/100000], d_real_loss: 0.1423, d_mnist_loss: 0.0101, d_svhn_loss: 0.1322, d_fake_loss: 0.0784, g_loss: 1.0213 
Step [3540/100000], d_real_loss: 0.0717, d_mnist_loss: 0.0112, d_svhn_loss: 0.0605, d_fake_loss: 0.0498, g_loss: 1.0671 
Step [3550/100000], d_real_loss: 0.0810, d_mnist_loss: 0.0095, d_svhn_loss: 0.0715, d_fake_loss: 0.1811, g_loss: 1.2610 
Step [3560/100000], d_real_loss: 0.1804, d_mnist_loss: 0.0783, d_svhn_loss: 0.1021, d_fake_loss: 0.0771, g_loss: 1.6043 
Step [3570/100000], d_real_loss: 0.2128, d_mnist_loss: 0.0457, d_svhn_loss: 0.1671, d_fake_loss: 0.1262, g_loss: 1.4105 
